UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO
GO,GOIANIA,USF VILA SANTA HELENA,RUA 21,S/N,VILA SANTA HELENA
GO,GOIANIA,USF JARDIM CERRADO IV,RUA PINGO DE OURO,S/N,JARDIM CERRADO 4
GO,GOIANIA,USF CACHOEIRA DOURADA,RUA CACHOEIRA DOURADA,S/N,JARDIM GUANABARA I
GO,GOIANIA,USF PARQUE SANTA RITA,AVENIDA AMERICANO DO BRASIL,S/N,PARQUE SANTA RITA
GO,GOIANIA,CENTRO DE SAUDE PARQUE ANHANGUERA,R MACHADO DE ASSIS QD 2A,S/N,ANHANGUERA
GO,GOIANIA,USF JARDIM ARITANA,RUA PROFESSOR JOSE FERREIRA,S/N,JARDIM ARITANA
GO,GOIANIA,CENTRO DE SAUDE VILA MAUA,AV DAS BANDEIRAS QD 35 LT 11 E 12,S/N,VILA MAUA
GO,GOIANIA,CENTRO DE SAUDE MARINHO LEMOS,AV ARMANDO DE GODOY,S/N,ST NEGRAO DE LIMA
GO,GOIANIRA,UBS VICENTE FERREIRA DA SILVA,RUA G 21,S/N,PARQUE GIRASSOIS
GO,GOIANIRA,UBS JAZON RODRIGUES DE SOUZA,RUA 01 ESQUINA C RUA 10,S/N,PARQUE DAS CAMELIAS
GO,GOIANIRA,UBS MARIA DE SOUZA SOARES,RUA SOLEDAD,S/N,LOS ANGELES
GO,GOIANIRA,UBS VALDIVINO PEREIRA GOMES,RUA HIGINO ALVES RODRIGUES,S/N,CORA CORALINA
GO,GOIANIRA,UBS PEDRO DE PAULA RAMOS,RUA 12 ESQ RUA AROEIRA ESQ RUA CARAIBA,S/N,PORTO SEGURO
GO,GOIANIRA,UBS DOLOR AUGUSTO CAETANO,RUA 28,11,RESIDENCIAL TRIUNFO
GO,GOIANIRA,UBS GERALDO JOSE FERREIRA,RUA F ESQUINA COM A RUA D,S/N,JARDIM VILA RICA
GO,GOIANIRA,UBS ONESTINA CORREA DE OLIVEIRA,AV GOIANIRA,S/N,VILA KLEREA
GO,GOIANIRA,UBS DIOLINO CORREA NEVES,RUA PL 58,S/N,RESIDENCIAL PLANALTO
GO,GOIANIRA,UBS AGENOR ALVES DE OLIVEIRA,VIA DE ACESSO 3,S/N,JARDIM IMPERIAL
GO,GOIANIRA,UBS ARLINDO JOSE DE OLIVEIRA,AV LEDA FERREIRA GOES,S/N,RESIDENCIAL TRIUNFO
GO,GOIANIRA,UBS ANTONIA PEREIRA GOMES,RUA 10 ESQUINA COM A RUA 11,S/N,JARDIM REGINA
GO,GOIANIRA,UBS JOAO FELIX DA CUNHA,RUA G 21,S/N,PARQUE DOS GIRASSOIS
GO,GOIANIRA,UBS PAULINO DE SOUZA CRUZ,RUA DAS PAINEIRAS,S/N,RESIDENCIAL SOLAR DA
GO,GOIANIRA,UBS ADERSON JOSE DE PAULA,AVENIDA C,S/N,PADRE PELAGIO
GO,GOIAS,UNIDADE BASICA DE SAUDE DR ALTAIR VELOSO,RUA BACALHAU,1,BACALHAU
GO,GOIAS,UNIDADE BASICA DE SAUDE ODILON SANTANA DE CAMARGO,AVENIDA CONTORNO,S/N,ALTO SANTANA
GO,GOIAS,UNIDADE BASICA DE SAUDE BUENOLANDIA,AV PRINCIPAL,S/N,CENTRO
GO,GOIAS,UNIDADE BASICA DE SAUDE DR AYLTON DA SILVA OLIVEIRA,AV HERMOGENES COELHO,S/N,CENTRO
GO,GOIAS,UNIDADE BASICA DE SAUDE COLONIA DE UVA,RUA PRINCIPAL,S/N,CENTRO
GO,GOIAS,UBS MARIA DE JESUS MORAIS DE MOURA LUIA,AV DARIO DE PAIVA,2,JOAO FRANCISCO
GO,GOIAS,UNIDADE BASICA DE SAUDE DR TASSO DE CAMARGO,RUA B,S/N,AEROPORTO
GO,GOIAS,UNIDADE BASICA DE SAUDE ANTONIO FERREIRA PINTO VEI NICO,AVENIDA PRINCIPAL,S/N,CENTRO
GO,GOIAS,UNIDADE BASICA DE SAUDE CALCILANDIA,AVENIDA PRINCIPAL,S/N,CENTRO
GO,GOIAS,UBS RIO VERMELHO,RUA 03,4,RIO VERMELHO
GO,GOIATUBA,PSF 303,RUA MARANHAO,1621,CENTRO
GO,GOIATUBA,PSF 302,RUA ONOFRE MENDES M DE MOURA,140,BURITI PARQUE
GO,GOIATUBA,PSF 305,RUA 05,65,OESTE
GO,GOIATUBA,PSF 306,RUA ESPLANADA,146,CENTRO
GO,GOIATUBA,PSF 401,AV JOAO XXIII,S/N,DISTRITO DE MARCIANO
GO,GOIATUBA,PSF 301,RUA TANCREDO RODRIGUES DA CUNHA,419,JARDIM MARANATA
GO,GOIATUBA,PSF 402,AVENIDA PORTEIRAO,S/N,ZONA RURAL
GO,GOIATUBA,PSF 403,BR 153,S/N,SERRINHA
GO,GOIATUBA,PSF 304,RUA PIAUI,1580,SAO FRANCISCO
GO,GOIATUBA,PSF 307,RUA RB4,607,RECREIO DOS BANDEIRA
GO,GOUVELANDIA,PSF II WALDIVINO TEODORO DE SOUZA,AV LONGUINHO LEMES DO PRADO,S/N,RESIDENCIAL CONQUIST
GO,GOUVELANDIA,UNIDADE MISTA DE PRONTO ATENDIMENTO 24 HRS M ALVES GOUVEIA,AV LONGUINHO LEMES DO PRADO,36,CENTRO
GO,GOUVELANDIA,POSTO DE SAUDE DE GOUVELANDIA PSF,AV FELECIANA PAULA CONCEICAO,S/N,CENTRO
GO,GUAPO,USF 4 PEDRO GOMES FILHO,RUA 05,S/N,CONJUNTO CIDADE NOVA
GO,GUAPO,USF 3 CENTRO DE SAUDE JOSE MINEIRO,RUA AMARO LEITE COM PORANGATU,S/N,VILA JOAO PEDRO
GO,GUAPO,USF 6 SABINA CANDIDA DE JESUS,RUA ARIOSVALDO ESQ COM RUA 13 DE MAIO,S/N,VALE DO SOL
GO,GUAPO,SAUDE PRISIONAL,RUA PARA,S/N,CIDADE NOVA
GO,GUAPO,USF 5 DELCIDES FRANCISCO PEREIRA,RUA SAO MIGUEL,240,CENTRO
GO,GUAPO,USF POSSELANDIA 2 FRANCISCO LOURENCO ALVES,RUA CONCEICAO,S/N,DIST DE POSSELANDIA
GO,GUARAITA,POSTO DE SAUDE DE GUARAITA,RUA IRACEMA FARIAS,15,CENTRO
GO,GUARAITA,UNIDADE MISTA DE GUARAITA,RUA DA MANGUEIRA,S/N,CENTRO
GO,GUARANI DE GOIAS,UBS JORGE LOPES DE MACEDO ESF II,RUA PANORAM,S/N,SETOR PANORAM
GO,GUARANI DE GOIAS,UNIDADE BASICA DE SAUDE GUARANI DE GOIAS,PRACA DA MATRIZ,S/N,CENTRO
GO,GUARINOS,UBS MUNICIPAL DE GUARINOS,RUA VO 03,S/N,RESIDENCIA VALE DO O
GO,HEITORAI,UNIDADE BASICA DE SAUDE ANTONIA MARIA ALVES,RUA CAPIM PUBA,S/N,CENTRO
GO,HEITORAI,CENTRO DE SAUDE DE HEITORAI FABRICIO REBOUCAS MOREIRA,RUA CAPIM PUBA,S/N,CENTRO
GO,HIDROLANDIA,UNIDADE DE SAUDE DE FAMILIA V OLOANA HIDROLANDIA,AV ARAGOIANIA,S/N,CENTRO
GO,HIDROLANDIA,POSTO DE SAUDE DE SANTA MARIA,RUA 02,S/N,SANTA MARIA
GO,HIDROLANDIA,UNIDADE DE SAUDE GARAVELO SUL II HIDROLANDIA,RUA 39,S/N,GARAVELO SUL
GO,HIDROLANDIA,UNIDADE DE SAUDE DA FAMILIA VI HIDROLANDIA I HIDROLANDIA,AV DONA GARCITA BALESTRA,S/N,HIDROLANDIA I
GO,HIDROLANDIA,UNIDADE DE SAUDE DA FAMILIA III ADELAIDE HIDROLANDIA,RUA VER VICENTE FRANCISCO,317,CENTRO
GO,HIDROLANDIA,UNIDADE DE SAUDE DA FAMILIA I NAZAREHIDROLANDIA,RUA DR FERNANDO SIQUEIRA,S/N,BAIRRO NAZARE
GO,HIDROLANDIA,UNIDADE DE SAUDE DA FAMILIA II CENTRAL HIDROLANDIA,RUA VEREADOR ANTONIO MIRANDA ESQ COM RUA INDIO DO BRASIL,S/N,CENTRO
GO,HIDROLANDIA,UNIDADE DE SAUDE DA FAMILIA IV NOVA FATIMAHIDROLANDIA,AVENIDA CENTRAL,S/N,CENTRAL DISTRITO DE
GO,HIDROLINA,CENTRO DE SAUDE DE HIDROLINA,AV ANTONIO BRAGA,S/N,CENTRO
GO,HIDROLINA,POSTO DE SAUDE POSSELANDIA,POVOADO POSSELANDIA,1,CENTRO
GO,HIDROLINA,POSTO DE SAUDE DA LAVRINHA,POVOADO DE LAVRINHA,S/N,ZONA RURAL
GO,HIDROLINA,POSTO DE SAUDE DA DUTRALINA,POVOADO DUTRALINA RUA CENTRAL,S/N,ZONA RURAL
GO,HIDROLINA,POSTO DE SAUDE DO CRUZEIRO,POVOADO CRUZEIRO,2,CENTRO
GO,IACIARA,CENTRO DE SAUDE DE IACIARA,AV HERONDINA SOUSA MELO,34,CENTRO
GO,IACIARA,POSTO DE SAUDE DA FAMILIA 02 IACIARA,AV GETULIO VARGAS C BERNADO SAYAO,S/N,CENTRO
GO,IACIARA,UNIDADE BASICA DO PSF III,AVENIDA BRASILIA,S/N,POVOADO AGUA QUENTE
GO,IACIARA,POSTO SAUDE DA FAMILIA 01 IACIARA,AVN HERONDINA SOUZA MELO,34,QD 17
GO,INACIOLANDIA,PSF I INACIOLANDIA,AV MARIA ABADIA,16,JOSE INACIO
GO,INACIOLANDIA,PSF II INACIOLANDIA,RUA F,8,FELIZ
GO,INDIARA,CENTRO DE SAUDE DA MULHER LAURITA ANDRADE DA SILVA,END RUA JOSE ALVES DOS REIS,S/N,SETOR VILA INDIARA
GO,INDIARA,UNIDADE DE SAUDE DA FAMILIA I DE INDIARA,RUA ANIBAL VIEIRA DOS SANTOS,S/N,CENTRO
GO,INDIARA,UNIDADE DE SAUDE DA FAMILIA IV DE INDIARA,AV JANDAIA,S/N,VL INDIARA
GO,INDIARA,UNIDADE SAUDE DA FAMILIA II DE INDIARA,AV SAO LAZARO,S/N,PETROLINO VINHAL
GO,INDIARA,UNIDADE DE SAUDE DA FAMILIA V INDIARA,BR 060,S/N,VALE DOS SONHOS DIST
GO,INHUMAS,POSTO DE SAUDE SANTA AMALIA,RODOVIA GO 070,S/N,VILA QUILOMBO
GO,INHUMAS,UNIDADE DE SAUDE DA FAMILIA DR CRISTIANO TEIXEIRA DA SILVA,AVENIDA DEPUTADO GETULIO ARTIAGA,S/N,PARQUE SANTA MARTA
GO,INHUMAS,UNIDADE DE SAUDE DA FAMILIA DR TUFI SAHIUM,RUA DA SAUDADE,S/N,CENTRO
GO,INHUMAS,UNIDADE DE SAUDE DA FAMILIA DR JOAO SEVERINO DE ARAUJO,AV BERNARDO SAYAO,120,VILA JANDIRA
GO,INHUMAS,UNIDADE DE SAUDE DA FAMILIA GENESY VIEIRA SOYER,RUA ALMEIDA GUERRA,S/N,SETOR PARAISO
GO,INHUMAS,UNIDADE DE SAUDE DA FAMILIA JOAO RIBEIRO DE CASTRO,AVENIDA UM,S/N,SETOR TEODORO ALVES
GO,INHUMAS,UNIDADE DE SAUDE DA FAMILIA ELIAS SEBBA,RUA 01,S/N,VILA AMERICA
GO,INHUMAS,UNIDADE DE SAUDE DA FAMILIA JARDIM SUICO,RUA 12,S/N,JARDIM SUICO
GO,INHUMAS,POSTO DE SAUDE FREI CONFALONI,GO 222,S/N,ZONA RUAL
GO,INHUMAS,UNIDADE DE SAUDE DA FAMILIA ABDCARI CALIL RIME,RUA PASCOAL PUCCI,S/N,RESIDENCIAL ANA LUIS
GO,INHUMAS,UNIDADE DE SAUDE DA FAMILIA VILA MUTIRAO,RUA 03,S/N,VILA MUTIRAO
GO,INHUMAS,UNIDADE DE SAUDE FA FAMLIA JOVIANO LOBO,RUA ACACIAS,S/N,JARDIM RAIO DE SOL 2
GO,IPAMERI,POSTO DE SAUDE DA FAMILIA ESF III,RUA 03,S/N,DOM VITAL
GO,IPAMERI,NUCLEO DE APOIO A SECRETARIA MUNICIPAL DE SAUDE DE IPAMERI,RUA PARANAIBA,S/N,DOMICIANO RIBEIRO
GO,IPAMERI,CENTRO DE SAUDE DE IPAMERI ESF IV,AVENIDA ITAPAGIPE,9,CENTRO
GO,IPAMERI,CENTRO DE SAUDE VALENTIM ROQUE ESF VII,RUA MARECHAL FLORIANO PEIXOTO,12,CENTRO
GO,IPAMERI,POSTO DE SAUDE VILA CARVALHO ESF V,AV MINAS GERAIS,105,VILA CARVALHO
GO,IPAMERI,POSTO DE SAUDE DA FAMILIA ESF I,RUA GETULIO MACHADO,13,VILA SANTA MARIA
GO,IPAMERI,POSTO DE SAUDE DA VENDINHA IPAMERI,RUA ARISTOTELES DE SOUZA PEREIRA,S/N,CENTRO
GO,IPAMERI,POSTO DE SAUDE DE DOMICIANO RIBEIRO ESF VI,RUA TEREZINHA FERREIRA DA SILVA,6,DISTRITO DE DOMICIAN
GO,IPAMERI,POSTO DE SAUDE DA FAMILIA ESF II,RUA NOSSA SENHORA DE FATIMA,41,VILA VALDEMAR LEONE
GO,IPAMERI,POSTO DE SAUDE SANTO ANTONIO DO CAVALHEIRO IPAMERI,RUA TRES ESQUINA COM RUA QUATRO,S/N,DISTRITO DE SANTO AN
GO,IPAMERI,POSTO DE SAUDE DR ADILSON PRUDENTE ESF VIII,RUA SR 5,12,PARQUE SAN REMO
GO,IPIRANGA DE GOIAS,POSTO DE SAUDE DE BOM JESUS IPIRANGA DE GOIAS,RUA 12,S/N,POVOADO DE BOM JESUS
GO,IPIRANGA DE GOIAS,UNIDADE BASICA SAUDE DE IPIRANGA DE GOIAS,AVENIDA CERES,S/N,JARDIN SORRISO
GO,IPORA,CTA SAE CENT DE TESTAGEM E ACOMP SERV AT ESPECIALIZA,AVENIDA R 2,S/N,MATO GROSSO
GO,IPORA,PSF ITAJUBA IPORA,AVN 08,S/N,VILA ITAJUBA
GO,IPORA,PSF ARCO IRIS IPORA,AV R2,S/N,JARDIM ARCO IRIS
GO,IPORA,PSF VILA BRASILIA IPORA,VILA BRASILIA,S/N,VILA BRASILIA
GO,IPORA,PSF VILA NOVA IPORA,AV R2 ESQ C RUA B,S/N,SETOR VILA NOVA
GO,IPORA,PSF MONTE ALTO IPORA,AV PARA ESQ C RUA SAO JOSE,S/N,JARDIM MONTE ALTO
GO,IPORA,PSF UMUARAMA IPORA,RUA OCTAVIANO GOMES,S/N,UMUARAMA
GO,IPORA,PSF AGUAS CLARAS IPORA,RUA RUBIATAVA,S/N,AGUAS CLARAS
GO,IPORA,PSF CENTRAL IPORA,RUA ESMERINDO PEREIRA,S/N,CENTRO
GO,ISRAELANDIA,UBS DR RODRIGO BRAGA RIBEIRO,RUA GOIAS QD 14 LT 01 S N,S/N,BELA VISTA
GO,ITABERAI,UBS VALDECI JOSE TELES,PRACA BALDUINO DA SILVA CALDAS,S/N,CENTRO
GO,ITABERAI,UBS JOSE BENEDITO DE SIQUEIRA,POVOADO DE SAO BENEDITO,S/N,SAO BENEDITO
GO,ITABERAI,UBS JOAO CARLOS DE MENEZES,POVOADO DE SANTA RITA,S/N,SANTA RITA
GO,ITABERAI,UBS JOSE NONATO VIEIRA II,RUA S2,S/N,VILA COMUNITARIA
GO,ITABERAI,UBS JEOVAH JOSE CAMILO III,RUA 10,S/N,JD CABRAL
GO,ITABERAI,UBS JEOVAH JOSE CAMILO II,RUA 04,S/N,VILA PROGRESSO II
GO,ITABERAI,UBS JEOVAH JOSE CAMILO IV,RUA 04,S/N,VILA PROGRESSO II
GO,ITABERAI,UBS JOSE NONATO VIEIRA,RUA S2,S/N,VILA COMUNITARIA
GO,ITABERAI,UBS JURANDIR LUCIO DA COSTA,RUA SAO DIMAS,S/N,SETOR SAO DIMAS
GO,ITABERAI,UBS JEOVAH JOSE CAMILO,RUA 10,S/N,JD CABRAL
GO,ITABERAI,UBS JARDIM NECO DE FARIA,RUA 13,513,JARDIM NECO DE FARIA
GO,ITABERAI,CENTRO DE SAUDE PENITENCIARIA DE ITABERAI,PRACA DA MATRIZ,S/N,CENTRO
GO,ITAGUARI,UNIDADE BASICA DE SAUDE DONA LIA,RUA 28,52,SAO SEBASTIAO
GO,ITAGUARI,UNIDADE BASICA DE SAUDE BENEDITO GUERRA,RUA JOSE PAULINO DE QUEIROZ,1,CENTRO
GO,ITAGUARU,UNIDADE BASICA DE SAUDE DEVANIR PAULINO DE AGUIAR,PRACA PIRES,S/N,ITAGUA
GO,ITAGUARU,UNIDADE BASICA DE SAUDE ARSENIO ROSA CHAVEIRO,RUA OLIVINO ANTONIO DE OLIVEIRA,S/N,CENTRO
GO,ITAJA,ESF URBANA E RURAL LEONTINO LOURENCO DE ASSIS,RUA JACOB RODRIGUES,1150,JARDIM PLANALTO
GO,ITAPACI,POSTO DE SAUDE DR RICARDO CESAR SEBA,RUA RISOLETA DIAS DO VALE,S/N,FLAMBOYANT
GO,ITAPACI,POSTO DE SAUDE JUCA CABRAL ITAPACI,RUA 03,S/N,VILA SANTANA
GO,ITAPACI,POSTO DE SAUDE NOVA PONTE,POVOADO DE NOVA PONTE,S/N,ZONA RURAL
GO,ITAPACI,POSTO DE SAUDE FRANCISCO AGRA ALENCAR FILHO,RUA GERALDO DE OLIVEIRA MELO,S/N,PEDRA BONITA
GO,ITAPACI,CENTRO DE SAUDE DE ITAPACI,RUA BENEDITO GONCALVES DE OLIVEIRA,5,CENTRO
GO,ITAPACI,POSTO DE SAUDE ELIAS SALVADOR DE MOURA,AVENIDA MARIA VIRGINIA DE JESUS,S/N,AEROPORTO
GO,ITAPACI,POSTO DE SAUDE FAZENDINHA,POVOADO DA FAZENDINHA,S/N,ZONA RURAL
GO,ITAPACI,POSTO DE SAUDE DR ALVARO PEIXOTO DE OLIVEIRA,RUA JOAO ALVES DUARTE,S/N,OESTE II
GO,ITAPIRAPUA,PSF CECILIA TEIXEIRA NETO,AV ALFREDO NASSER ESQ RUA 15 DE NOVEMBRO,91,CENTRO
GO,ITAPIRAPUA,PSF ANA TEIXEIRA,AV AMAZONAS ESQ RUA 03,S/N,SAO DOMINGOS
GO,ITAPIRAPUA,POSTO DE SAUDE DE JACILANDIA,RUA DO COMERCIO,S/N,CENTRO
GO,ITAPIRAPUA,PSF ZONA RURAL,AV RIO VERMELHO ESQ RUA 04,S/N,EDLLA PACHECO SAAD
GO,ITAPURANGA,POSTO DE SAUDE DE DIOLANDIA,RUA AXULEIRA,S/N,CENTRO
GO,ITAPURANGA,POSTO DE SAUDE DISTRITO DE CIBELE,AV CENTRAL,S/N,CENTRAL
GO,ITAPURANGA,UNIDADE BASICA DE SAUDE CENTRAL,AV DR OLAVO BILAC MARINHO,875,CENTRO
GO,ITAPURANGA,UBS MARISTA DR JOAO ARAUJO PARREIRA,RUA 50A,1,SETOR MARISTA
GO,ITAPURANGA,POSTO DE SAUDE DE LAGES,POVOADO DE LAGES,S/N,CENTRO
GO,ITAPURANGA,UBS XIXAZAO E RURAL LESTE DR ILDO JOSE DA SILVA,RUA 41,621,SAO SEBASTIAO DO XIX
GO,ITAPURANGA,UBS FRATERNIDADE E RURAL III DR JARBAS SAMPAIO FIGUEREDO,RUA 1,S/N,CONJ FRATERNIDADE
GO,ITAPURANGA,UBS ALVORADA E RURAL OESTE JOSE ALVES CAMPOS,7,S/N,VERA CRUZ
GO,ITAPURANGA,ESTRATEGIA SAUDE DA FAMILIA IV CANASTRA,AV RIO PARANAIBA,S/N,MILTON CAMILO DE FAR
GO,ITAPURANGA,POSTO DE SAUDE VILA SAO JOSE,RUA SAO GONCALO,S/N,CENTRO
GO,ITARUMA,ESF IVANI CANDIDO,AVENIDA 7 DE SETEMBRO,S/N,CENTRO
GO,ITARUMA,ESF DONA COCA,VIELA CLEITON ROGERIO,6,NOVA ESPERANCA
GO,ITAUCU,USF ZONA RURAL ITAUCU,RUA GOIAS,S/N,ORDALIA
GO,ITAUCU,CENTRO DE SAUDE UNIDADE BASICA CENTRAL ITAUCU,RUA PORTO ALEGRE,110,CENTRO
GO,ITAUCU,UBS JOAO DA AMBULANCIA,RUA OLIMPIO RIBEIRO MALTA,S/N,RESIDENCIAL PARAISO
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 08,RUA V4 ESQUINA COM V 19,1,VILA VITORIA II
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 17,RUA V 04,45,VILA VITORIA II
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 16,AVENIDA EQUADOR,S/N,DONA MAROLINA
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 11,RUA BANDEIRANTES,572,SETOR RODOVIARIO
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA ESF 09,AV RIO DE JANEIRO ESQ C RUA LONDRES,S/N,NOSSA SENHORA DA SAU
GO,ITUMBIARA,ESTRATEGIA SAUDE FAMILIA ESF 19,RUA 17,555,SANTOS DUMONT
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 15,RUA MINEIROS,139,NOVA AURORA
GO,ITUMBIARA,EQUIPE SAUDE FAMILIA ESF 21,AMADEU MACHADO FILHO,S/N,ANHANGUERA
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 14,RUA AMADEU MACHADO FILHO,S/N,DIONARIA ROCHA
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 05,AV TABELIAO BARTOLOMEU DIAS,55,PLANALTO
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 13,AV TABELIAO BARTOLOMEU DIAS,555,PLANALTO
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 03,CLARO GOMES,580,BURITI II
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 01,AV RIO DE JANEIRO ESQ C RUA LONDRES,S/N,NOSSA SRA DA SAUDE
GO,ITUMBIARA,LAR VICENTINO,AV WASHINGTON LUIZ,1145,AFONSO PENA
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 02,AV EQUADOR,S/N,DONA MAROLINA
GO,ITUMBIARA,PRESIDIO REGIONAL ANTONIO JOSE GARROTE,RUA RITA MENDES,0,DISTRITO SARANDI
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 22,AVENIDA CASTELANDIA,230,RESIDENCIAL MARIA LU
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 18,RUA NATAL VASCONCELOS,1539,SOCIAL
GO,ITUMBIARA,NABS,RUA WILSON BARBOSA,325,JARDIM AMERICA
GO,ITUMBIARA,POSTO DE SAUDE MEIA PONTE,RUA TOMAZ UMBELINO DE SOUZA,S/N,SETOR CENTRAL
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 04,AV WASHINGTON LUIZ,761,AFONSO PENA
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 06,RUA JANDAIA,40,BRASILIA
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 10,AV WASHINGTON LUIS,761,SETOR RODOVIARIO
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 07,AV EQUADOR,S/N,DONA MAROLINA
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 12,RUA 20,352,SANTA INES
GO,ITUMBIARA,ESTRATEGIA SAUDE DA FAMILIA PSF 20,AVENIDA TABELIAO BARTOLOMEU DIAS,555,PLANALTO
GO,ITUMBIARA,CRAI,RUA LONDRINA,S/N,SETOR PLANALTO
GO,IVOLANDIA,CENTRO DE SAUDE DE IVOLANDIA,AV CONTORNO,S/N,CENTRO
GO,IVOLANDIA,POSTO DE SAUDE DE CAMPOLANDIA IVOLANDIA,PCA DA MATRIZ,S/N,CENTRO
GO,IVOLANDIA,POSTO DE SAUDE DE PEDROLANDIA IVOLANDIA,RUA PRINCIPAL,S/N,CENTRO
GO,JANDAIA,PSF DE PALMEUNA JANDAIA,RUA 23 ESQ C RUA 20,1,PALMEUNA
GO,JANDAIA,CENTRO DE SAUDE UNIDADE BASICA CENTRAL DE JANDAIA,RUA JOSE DE FARIA CAMPOS,55,CENTRO
GO,JANDAIA,UNIDADE DE SAUDE DA FAMILIABELA VISTA DE JANDAIA,RUA,122,CENTRO
GO,JARAGUA,UNIDADE DE SAUDE DA FAMILIA PSF V JARAGUA,RUA 03,S/N,SETOR BOUGANVILLE
GO,JARAGUA,UNIDADE DE SAUDE DA FAMILIA PSF VII JARAGUA,RUA DA SUCUPIRA,S/N,JARDIM ANA EDITH
GO,JARAGUA,UNIDADE DE SAUDE DA FAMILIA PSF VI JARAGUA,RUA CRESO GOMES,S/N,VILA BRASILINHA
GO,JARAGUA,UNIDADE DE SAUDE DA FAMILIA PSF VIII JARAGUA,AV PAULO ALVES,S/N,CENTRO
GO,JARAGUA,POSTO DE SAUDE DE ARTULANDIA JARAGUA,AV 20,S/N,ARTULANDIA
GO,JARAGUA,UNIDADE DE SAUDE DA FAMILIA PSF I JARAGUA,RUA MANOEL RIBEIRO DE FREITAS,S/N,VILA SAO JOSE
GO,JARAGUA,UNIDADE DE SAUDE DA FAMILIA PSF RURAL I JARAGUA,POVOADO DE ARTULANDIA,S/N,ZONA RURAL
GO,JARAGUA,UNIDADE DE SAUDE DA FAMILIA PSF RURAL II JARAGUA,POVOADO DE VILA APARECIDA,S/N,ZONA RURAL
GO,JARAGUA,UNIDADE DE SAUDE DA FAMILIA PSF III JARAGUA,AVN BERNADO SAYAO,S/N,VL RIO VERMELHO
GO,JARAGUA,UNIDADE DE SAUDE DA FAMILIA PSF II JARAGUA,RUA ALTO DO ROSARIO,S/N,VILA ISAURA
GO,JARAGUA,CENTRO DE SAUDE PRIMAVERA JARAGUA,RUA LAURO DORNINGER,S/N,PRIMAVERA
GO,JARAGUA,UNIDADE BASICA DE SAUDE DA FAMILIA PSF IX DR TUBERTINO DE F,AV DIOGENES DE CASTRO RIBEIRO,S/N,JARDIM VERA CRUZ
GO,JATAI,USF VILA BRASILIA DR ARISTOTELES DE REZENDE,AV DOS RODOVIARIOS,381,VILA BRASILIA
GO,JATAI,USF VILA SOFIA,AVENIDA MIGUEL GONCALVES DA SILVA,859,VILA SOFIA
GO,JATAI,USF CONJUNTO RIO CLARO DR NESTOR COURI,ALAMEDA RIO CLARO ESQUINA COM ALAMEDA RIO VERDE,12,CONJUNTO RIO CLARO I
GO,JATAI,USF CONJ ESTRELA DALVA DR OTTO CARNEIRO MACIEL,VIELA JOAQUIM BORGES,12,ESTRELA DALVA
GO,JATAI,USF SANTO ANTONIO PROF JOSE BARROS CRUZ,RUA SAO JOAO,S/N,SANTO ANTONIO
GO,JATAI,CENTRO DE SAUDE ASSENTAMENTO RIO PARAISO,KM 448,221,ZONA RURAL
GO,JATAI,USF DR GILBERTO I CARDOSO,AV VERIANO DE OLIVEIRA LIMA,273,VILA OLAVO
GO,JATAI,USF AVENIDA GOIAS JAMES PHILLIPE MINELLI PE TIAGO,AV GOIAS Q 15 A LAR2A,S/N,CENTRO
GO,JATAI,POLICLINICA MUNICIPAL DE SAUDE DR MILTON QUIRINO BARBOSA,AV DEP MANOEL COSTA LIMA,1661,CENTRO
GO,JATAI,USF COLMEIA PARK MOISES MAIA FIRMO,AVENIDA RIBAS MARQUES,123,COLMEIA PARK
GO,JATAI,USF ESTANCIA RURAL,AV HUMBERTO DE QUEIROZ ESQ CAP SERAFIM BARROS,S/N,ZONA RURAL
GO,JATAI,CENTRO DE SAUDE DE NAVESLANDIA,RUA SAO PAULO,123,ZONA RURAL
GO,JATAI,USF VILA FATIMA,PRACA OSORIO ASSIS,12,VILA FATIMA
